"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-16","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-17","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-18","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-19","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-20","2.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-21","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-22","10.2",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-23","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-24","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-25","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-26","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-27","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-28","22.9",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-29","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-11-30","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-01","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-02","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-03","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-04","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-05","1.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-06","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-07","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-08","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-09","0.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-10","11.4",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-11","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-12","1.8",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-13","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-14","6.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-15","7.9",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-16","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-17","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-18","1.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-19","1.8",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-20","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2019-12-21","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-13","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-14","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-16","1.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-17","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-18","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-19","6.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-21","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-22","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-23","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-24","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-25","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-26","11.2",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-27","13.7",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-28","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-29","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-30","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-01-31","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-01","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-02","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-04","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-05","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-06","0.8",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-07","9.7",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-08","10.4",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-09","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-10","7.4",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-11","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-12","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-13","4.8",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-14","1.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-15","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-16","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-17","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-18","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-19","7.1",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-20","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-21","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-22","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-23","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-24","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-25","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-26","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-27","4.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-28","20.1",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-02-29","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-01","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-02","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-03","15.7",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-04","4.8",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-05","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-06","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-07","1.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-08","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-09","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-10","2.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-11","7.1",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-12","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-13","6.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-14","18.8",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-15","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-16","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-17","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-18","10.7",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-19","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-20","6.9",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-21","12.2",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-22","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-23","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-24","5.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-25","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-26","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-27","2.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-28","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-29","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-30","40.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-03-31","7.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-01","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-02","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-03","13.2",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-04","0.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-06","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-07","0.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-08","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-09","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-11","0.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-12","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-13","9.7",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-14","3.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-15","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-16","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-17","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-18","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-19","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-20","1.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-21","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-23","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-24","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-25","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-26","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-27","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-28","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-29","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-04-30","5.8",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-01","10.2",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-02","1.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-03","1.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-04","1.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-07","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-08","1.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-09","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-10","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-11","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-12","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-13","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-14","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-15","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-16","7.9",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-17","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-18","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-20","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-21","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-22","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-23","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-24","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-25","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-26","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-27","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-28","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-29","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-30","1.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-05-31","6.9",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-01","0.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-02","0.8",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-03","0.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-04","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-05","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-06","12.7",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-07","0.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-08","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-09","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-10","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-11","0.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-12","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-13","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-14","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-15","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-16","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-17","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-18","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-19","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-20","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-21","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-22","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-23","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-24","1.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-25","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-26","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-27","0.8",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-28","1.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-29","0.8",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-06-30","2.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-01","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-02","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-04","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-05","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-06","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-07","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-08","0.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-09","10.2",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-10","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-11","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-12","9.9",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-13","1.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-14","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-15","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-16","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-17","22.9",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-18","0.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-19","33.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-20","4.8",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-21","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-22","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-23","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-24","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-25","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-27","9.9",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-28","10.2",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-29","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-30","2.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-07-31","2.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-01","1.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-02","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-03","12.7",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-04","6.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-05","24.1",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-06","2.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-07","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-10","0.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-12","7.4",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-13","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-14","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-15","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-16","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-17","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-18","14.7",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-19","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-20","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-21","13.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-22","1.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-23","18.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-24","11.9",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-25","1.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-26","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-27","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-28","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-29","3.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-30","23.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-08-31","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-01","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-02","0.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-03","13.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-04","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-05","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-06","0.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-07","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-08","17.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-09","1.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-10","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-11","0.8",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-12","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-13","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-14","25.4",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-15","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-16","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-17","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-18","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-19","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-20","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-21","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-22","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-23","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-24","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-25","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-26","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-27","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-28","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-29","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-09-30","25.4",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-01","2.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-02","0.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-03","3.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-04","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-05","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-06","0.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-07","0.5",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-08","19.1",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-09","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-10","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-11","4.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-12","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-13","7.1",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-14","20.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-15","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-16","8.4",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-17","4.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-18","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-19","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-20","21.6",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-21","5.8",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-22","8.4",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-23","0.3",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-24","7.1",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-25","0.0",,,,,
"CA1QC000048","MONTR AL 2.6 SSW, QC CA","2020-10-26","0.5",,,,,
